"date","Measure","Value","sex"
2003-06-01,"Employment 25-34 (%)",69.7,"F"
2003-07-01,"Employment 25-34 (%)",69.7,"F"
2003-08-01,"Employment 25-34 (%)",69.8,"F"
2003-09-01,"Employment 25-34 (%)",69.2,"F"
2003-10-01,"Employment 25-34 (%)",69.2,"F"
2003-11-01,"Employment 25-34 (%)",69,"F"
2003-12-01,"Employment 25-34 (%)",68.9,"F"
2004-01-01,"Employment 25-34 (%)",69.2,"F"
2004-02-01,"Employment 25-34 (%)",69.4,"F"
2004-03-01,"Employment 25-34 (%)",69.5,"F"
2004-04-01,"Employment 25-34 (%)",69.7,"F"
2004-05-01,"Employment 25-34 (%)",69.8,"F"
2004-06-01,"Employment 25-34 (%)",69.8,"F"
2004-07-01,"Employment 25-34 (%)",69.5,"F"
2004-08-01,"Employment 25-34 (%)",69.2,"F"
2004-09-01,"Employment 25-34 (%)",69.5,"F"
2004-10-01,"Employment 25-34 (%)",68.9,"F"
2004-11-01,"Employment 25-34 (%)",69.4,"F"
2004-12-01,"Employment 25-34 (%)",69.8,"F"
2005-01-01,"Employment 25-34 (%)",70.4,"F"
2005-02-01,"Employment 25-34 (%)",69.8,"F"
2005-03-01,"Employment 25-34 (%)",69.5,"F"
2005-04-01,"Employment 25-34 (%)",69.7,"F"
2005-05-01,"Employment 25-34 (%)",70,"F"
2005-06-01,"Employment 25-34 (%)",69.1,"F"
2005-07-01,"Employment 25-34 (%)",69.4,"F"
2005-08-01,"Employment 25-34 (%)",69.2,"F"
2005-09-01,"Employment 25-34 (%)",69.7,"F"
2005-10-01,"Employment 25-34 (%)",69.9,"F"
2005-11-01,"Employment 25-34 (%)",70.3,"F"
2005-12-01,"Employment 25-34 (%)",70.2,"F"
2006-01-01,"Employment 25-34 (%)",70.2,"F"
2006-02-01,"Employment 25-34 (%)",70.3,"F"
2006-03-01,"Employment 25-34 (%)",70.3,"F"
2006-04-01,"Employment 25-34 (%)",70.1,"F"
2006-05-01,"Employment 25-34 (%)",70.6,"F"
2006-06-01,"Employment 25-34 (%)",71,"F"
2006-07-01,"Employment 25-34 (%)",71.3,"F"
2006-08-01,"Employment 25-34 (%)",71.3,"F"
2006-09-01,"Employment 25-34 (%)",70.8,"F"
2006-10-01,"Employment 25-34 (%)",71.5,"F"
2006-11-01,"Employment 25-34 (%)",71.3,"F"
2006-12-01,"Employment 25-34 (%)",70.7,"F"
2007-01-01,"Employment 25-34 (%)",71.3,"F"
2007-02-01,"Employment 25-34 (%)",71,"F"
2007-03-01,"Employment 25-34 (%)",70.9,"F"
2007-04-01,"Employment 25-34 (%)",71,"F"
2007-05-01,"Employment 25-34 (%)",71.1,"F"
2007-06-01,"Employment 25-34 (%)",71.2,"F"
2007-07-01,"Employment 25-34 (%)",70.8,"F"
2007-08-01,"Employment 25-34 (%)",71.2,"F"
2007-09-01,"Employment 25-34 (%)",70.8,"F"
2007-10-01,"Employment 25-34 (%)",71.2,"F"
2007-11-01,"Employment 25-34 (%)",71.1,"F"
2007-12-01,"Employment 25-34 (%)",71,"F"
2008-01-01,"Employment 25-34 (%)",71.5,"F"
2008-02-01,"Employment 25-34 (%)",71.7,"F"
2008-03-01,"Employment 25-34 (%)",71.8,"F"
2008-04-01,"Employment 25-34 (%)",71.6,"F"
2008-05-01,"Employment 25-34 (%)",71.2,"F"
2008-06-01,"Employment 25-34 (%)",71,"F"
2008-07-01,"Employment 25-34 (%)",71,"F"
2008-08-01,"Employment 25-34 (%)",71.1,"F"
2008-09-01,"Employment 25-34 (%)",71.1,"F"
2008-10-01,"Employment 25-34 (%)",70.2,"F"
2008-11-01,"Employment 25-34 (%)",70.3,"F"
2008-12-01,"Employment 25-34 (%)",69.9,"F"
2009-01-01,"Employment 25-34 (%)",69.7,"F"
2009-02-01,"Employment 25-34 (%)",69.4,"F"
2009-03-01,"Employment 25-34 (%)",69.3,"F"
2009-04-01,"Employment 25-34 (%)",69.3,"F"
2009-05-01,"Employment 25-34 (%)",68.8,"F"
2009-06-01,"Employment 25-34 (%)",68.7,"F"
2009-07-01,"Employment 25-34 (%)",68.7,"F"
2009-08-01,"Employment 25-34 (%)",68.3,"F"
2009-09-01,"Employment 25-34 (%)",67.8,"F"
2009-10-01,"Employment 25-34 (%)",67.5,"F"
2009-11-01,"Employment 25-34 (%)",67.7,"F"
2009-12-01,"Employment 25-34 (%)",67.7,"F"
2010-01-01,"Employment 25-34 (%)",68.2,"F"
2010-02-01,"Employment 25-34 (%)",68.1,"F"
2010-03-01,"Employment 25-34 (%)",67.9,"F"
2010-04-01,"Employment 25-34 (%)",68,"F"
2010-05-01,"Employment 25-34 (%)",68,"F"
2010-06-01,"Employment 25-34 (%)",68.1,"F"
2010-07-01,"Employment 25-34 (%)",68,"F"
2010-08-01,"Employment 25-34 (%)",67.7,"F"
2010-09-01,"Employment 25-34 (%)",67.7,"F"
2010-10-01,"Employment 25-34 (%)",67.7,"F"
2010-11-01,"Employment 25-34 (%)",67.6,"F"
2010-12-01,"Employment 25-34 (%)",67.5,"F"
2011-01-01,"Employment 25-34 (%)",67.5,"F"
2011-02-01,"Employment 25-34 (%)",66.9,"F"
2011-03-01,"Employment 25-34 (%)",67.3,"F"
2011-04-01,"Employment 25-34 (%)",67,"F"
2011-05-01,"Employment 25-34 (%)",67.3,"F"
2011-06-01,"Employment 25-34 (%)",67.1,"F"
2011-07-01,"Employment 25-34 (%)",67.3,"F"
2011-08-01,"Employment 25-34 (%)",67.7,"F"
2011-09-01,"Employment 25-34 (%)",67.1,"F"
2011-10-01,"Employment 25-34 (%)",67,"F"
2011-11-01,"Employment 25-34 (%)",66.7,"F"
2011-12-01,"Employment 25-34 (%)",66.7,"F"
2012-01-01,"Employment 25-34 (%)",67.2,"F"
2012-02-01,"Employment 25-34 (%)",67.5,"F"
2012-03-01,"Employment 25-34 (%)",67.8,"F"
2012-04-01,"Employment 25-34 (%)",68.1,"F"
2012-05-01,"Employment 25-34 (%)",67.7,"F"
2012-06-01,"Employment 25-34 (%)",67.7,"F"
2012-07-01,"Employment 25-34 (%)",67.5,"F"
2012-08-01,"Employment 25-34 (%)",67.7,"F"
2012-09-01,"Employment 25-34 (%)",68.2,"F"
2012-10-01,"Employment 25-34 (%)",68.2,"F"
2012-11-01,"Employment 25-34 (%)",68.2,"F"
2012-12-01,"Employment 25-34 (%)",68.6,"F"
2013-01-01,"Employment 25-34 (%)",68,"F"
2013-02-01,"Employment 25-34 (%)",67.6,"F"
2013-03-01,"Employment 25-34 (%)",67.9,"F"
2013-04-01,"Employment 25-34 (%)",68.1,"F"
2013-05-01,"Employment 25-34 (%)",68.2,"F"
2013-06-01,"Employment 25-34 (%)",68.1,"F"
2013-07-01,"Employment 25-34 (%)",68.3,"F"
2013-08-01,"Employment 25-34 (%)",68.2,"F"
2013-09-01,"Employment 25-34 (%)",68.2,"F"
2013-10-01,"Employment 25-34 (%)",67.9,"F"
2013-11-01,"Employment 25-34 (%)",68.4,"F"
2013-12-01,"Employment 25-34 (%)",68.8,"F"
2014-01-01,"Employment 25-34 (%)",69.3,"F"
2014-02-01,"Employment 25-34 (%)",68.9,"F"
2014-03-01,"Employment 25-34 (%)",68.5,"F"
2014-04-01,"Employment 25-34 (%)",68.5,"F"
2014-05-01,"Employment 25-34 (%)",68.6,"F"
2014-06-01,"Employment 25-34 (%)",68.7,"F"
2014-07-01,"Employment 25-34 (%)",68.5,"F"
2014-08-01,"Employment 25-34 (%)",68.8,"F"
2014-09-01,"Employment 25-34 (%)",68.9,"F"
2014-10-01,"Employment 25-34 (%)",69.5,"F"
2014-11-01,"Employment 25-34 (%)",70,"F"
2014-12-01,"Employment 25-34 (%)",69.4,"F"
2015-01-01,"Employment 25-34 (%)",69.2,"F"
2015-02-01,"Employment 25-34 (%)",69.3,"F"
2015-03-01,"Employment 25-34 (%)",69.2,"F"
2015-04-01,"Employment 25-34 (%)",69.3,"F"
2015-05-01,"Employment 25-34 (%)",69.6,"F"
2015-06-01,"Employment 25-34 (%)",69.3,"F"
2015-07-01,"Employment 25-34 (%)",69,"F"
2015-08-01,"Employment 25-34 (%)",69.4,"F"
2015-09-01,"Employment 25-34 (%)",69.3,"F"
2015-10-01,"Employment 25-34 (%)",69.2,"F"
2015-11-01,"Employment 25-34 (%)",69.5,"F"
2015-12-01,"Employment 25-34 (%)",69.5,"F"
2016-01-01,"Employment 25-34 (%)",70.1,"F"
2016-02-01,"Employment 25-34 (%)",70.2,"F"
2016-03-01,"Employment 25-34 (%)",69.8,"F"
2016-04-01,"Employment 25-34 (%)",70,"F"
2016-05-01,"Employment 25-34 (%)",70.3,"F"
2016-06-01,"Employment 25-34 (%)",70.4,"F"
2016-07-01,"Employment 25-34 (%)",70.9,"F"
2016-08-01,"Employment 25-34 (%)",71.5,"F"
2016-09-01,"Employment 25-34 (%)",71.4,"F"
2016-10-01,"Employment 25-34 (%)",71,"F"
2016-11-01,"Employment 25-34 (%)",71.2,"F"
2016-12-01,"Employment 25-34 (%)",71.5,"F"
2017-01-01,"Employment 25-34 (%)",71.1,"F"
2017-02-01,"Employment 25-34 (%)",72.1,"F"
2017-03-01,"Employment 25-34 (%)",72.4,"F"
2017-04-01,"Employment 25-34 (%)",72.3,"F"
2017-05-01,"Employment 25-34 (%)",71.6,"F"
2017-06-01,"Employment 25-34 (%)",71.9,"F"
2017-07-01,"Employment 25-34 (%)",72.3,"F"
2017-08-01,"Employment 25-34 (%)",71.8,"F"
2017-09-01,"Employment 25-34 (%)",72.5,"F"
2017-10-01,"Employment 25-34 (%)",72.2,"F"
2017-11-01,"Employment 25-34 (%)",72.3,"F"
2017-12-01,"Employment 25-34 (%)",71.9,"F"
2018-01-01,"Employment 25-34 (%)",71.7,"F"
2018-02-01,"Employment 25-34 (%)",72.1,"F"
2018-03-01,"Employment 25-34 (%)",72.4,"F"
2018-04-01,"Employment 25-34 (%)",72.3,"F"
2018-05-01,"Employment 25-34 (%)",72.8,"F"
2018-06-01,"Employment 25-34 (%)",72.6,"F"
2018-07-01,"Employment 25-34 (%)",73.5,"F"
2018-08-01,"Employment 25-34 (%)",72.9,"F"
2018-09-01,"Employment 25-34 (%)",73.3,"F"
2018-10-01,"Employment 25-34 (%)",73.6,"F"
2018-11-01,"Employment 25-34 (%)",73.3,"F"
2018-12-01,"Employment 25-34 (%)",73.4,"F"
2019-01-01,"Employment 25-34 (%)",73.5,"F"
2019-02-01,"Employment 25-34 (%)",73.3,"F"
2019-03-01,"Employment 25-34 (%)",72.8,"F"
2019-04-01,"Employment 25-34 (%)",72.9,"F"
2019-05-01,"Employment 25-34 (%)",73.2,"F"
2019-06-01,"Employment 25-34 (%)",74,"F"
2019-07-01,"Employment 25-34 (%)",73.1,"F"
2019-08-01,"Employment 25-34 (%)",74.4,"F"
2019-09-01,"Employment 25-34 (%)",74.6,"F"
2019-10-01,"Employment 25-34 (%)",74.5,"F"
2019-11-01,"Employment 25-34 (%)",74.5,"F"
2019-12-01,"Employment 25-34 (%)",74.9,"F"
2020-01-01,"Employment 25-34 (%)",75.7,"F"
2020-02-01,"Employment 25-34 (%)",75.5,"F"
2020-03-01,"Employment 25-34 (%)",73.2,"F"
2020-04-01,"Employment 25-34 (%)",62.4,"F"
2020-05-01,"Employment 25-34 (%)",64.4,"F"
2020-06-01,"Employment 25-34 (%)",66.8,"F"
2020-07-01,"Employment 25-34 (%)",67.3,"F"
2020-08-01,"Employment 25-34 (%)",68.3,"F"
2020-09-01,"Employment 25-34 (%)",69,"F"
2020-10-01,"Employment 25-34 (%)",70.3,"F"
2020-11-01,"Employment 25-34 (%)",69.7,"F"
2020-12-01,"Employment 25-34 (%)",70,"F"
2021-01-01,"Employment 25-34 (%)",70.3,"F"
2021-02-01,"Employment 25-34 (%)",70.8,"F"
2021-03-01,"Employment 25-34 (%)",70.9,"F"
2021-04-01,"Employment 25-34 (%)",71.3,"F"
2021-05-01,"Employment 25-34 (%)",71.7,"F"
2021-06-01,"Employment 25-34 (%)",71.9,"F"
2021-07-01,"Employment 25-34 (%)",72.1,"F"
2021-08-01,"Employment 25-34 (%)",72.4,"F"
2021-09-01,"Employment 25-34 (%)",72.3,"F"
2021-10-01,"Employment 25-34 (%)",72.9,"F"
2021-11-01,"Employment 25-34 (%)",74,"F"
2021-12-01,"Employment 25-34 (%)",74.1,"F"
2022-01-01,"Employment 25-34 (%)",73.9,"F"
2022-02-01,"Employment 25-34 (%)",73.5,"F"
2022-03-01,"Employment 25-34 (%)",74.6,"F"
2022-04-01,"Employment 25-34 (%)",74.8,"F"
2022-05-01,"Employment 25-34 (%)",75.3,"F"
2022-06-01,"Employment 25-34 (%)",74.7,"F"
2022-07-01,"Employment 25-34 (%)",75.2,"F"
2022-08-01,"Employment 25-34 (%)",75.6,"F"
1948-01-01,"Employment 35-44 (%)",95.7,"M"
1948-02-01,"Employment 35-44 (%)",95.5,"M"
1948-03-01,"Employment 35-44 (%)",95.3,"M"
1948-04-01,"Employment 35-44 (%)",95.2,"M"
1948-05-01,"Employment 35-44 (%)",95.5,"M"
1948-06-01,"Employment 35-44 (%)",95.4,"M"
1948-07-01,"Employment 35-44 (%)",95.6,"M"
1948-08-01,"Employment 35-44 (%)",95.6,"M"
1948-09-01,"Employment 35-44 (%)",95.5,"M"
1948-10-01,"Employment 35-44 (%)",95.8,"M"
1948-11-01,"Employment 35-44 (%)",95.8,"M"
1948-12-01,"Employment 35-44 (%)",95.7,"M"
1949-01-01,"Employment 35-44 (%)",95.2,"M"
1949-02-01,"Employment 35-44 (%)",94.7,"M"
1949-03-01,"Employment 35-44 (%)",94.6,"M"
1949-04-01,"Employment 35-44 (%)",94.4,"M"
1949-05-01,"Employment 35-44 (%)",93.7,"M"
1949-06-01,"Employment 35-44 (%)",94,"M"
1949-07-01,"Employment 35-44 (%)",93.3,"M"
1949-08-01,"Employment 35-44 (%)",93.4,"M"
1949-09-01,"Employment 35-44 (%)",93.1,"M"
1949-10-01,"Employment 35-44 (%)",92.8,"M"
1949-11-01,"Employment 35-44 (%)",93.1,"M"
1949-12-01,"Employment 35-44 (%)",93,"M"
1950-01-01,"Employment 35-44 (%)",93.4,"M"
1950-02-01,"Employment 35-44 (%)",93.3,"M"
1950-03-01,"Employment 35-44 (%)",93.1,"M"
1950-04-01,"Employment 35-44 (%)",93.4,"M"
1950-05-01,"Employment 35-44 (%)",93.8,"M"
1950-06-01,"Employment 35-44 (%)",94.3,"M"
1950-07-01,"Employment 35-44 (%)",94.2,"M"
1950-08-01,"Employment 35-44 (%)",94.5,"M"
1950-09-01,"Employment 35-44 (%)",94.8,"M"
1950-10-01,"Employment 35-44 (%)",94.9,"M"
1950-11-01,"Employment 35-44 (%)",95.1,"M"
1950-12-01,"Employment 35-44 (%)",94.7,"M"
1951-01-01,"Employment 35-44 (%)",94.6,"M"
1951-02-01,"Employment 35-44 (%)",95.6,"M"
1951-03-01,"Employment 35-44 (%)",96.2,"M"
1951-04-01,"Employment 35-44 (%)",96,"M"
1951-05-01,"Employment 35-44 (%)",95.7,"M"
1951-06-01,"Employment 35-44 (%)",95.3,"M"
1951-07-01,"Employment 35-44 (%)",95.6,"M"
1951-08-01,"Employment 35-44 (%)",94.9,"M"
1951-09-01,"Employment 35-44 (%)",95.7,"M"
1951-10-01,"Employment 35-44 (%)",96.1,"M"
1951-11-01,"Employment 35-44 (%)",95.4,"M"
1951-12-01,"Employment 35-44 (%)",96.1,"M"
1952-01-01,"Employment 35-44 (%)",96.2,"M"
1952-02-01,"Employment 35-44 (%)",96.2,"M"
1952-03-01,"Employment 35-44 (%)",96.2,"M"
1952-04-01,"Employment 35-44 (%)",96.2,"M"
1952-05-01,"Employment 35-44 (%)",96.1,"M"
1952-06-01,"Employment 35-44 (%)",95.9,"M"
1952-07-01,"Employment 35-44 (%)",95.8,"M"
1952-08-01,"Employment 35-44 (%)",95.3,"M"
1952-09-01,"Employment 35-44 (%)",95.8,"M"
1952-10-01,"Employment 35-44 (%)",95.8,"M"
1952-11-01,"Employment 35-44 (%)",95.7,"M"
1952-12-01,"Employment 35-44 (%)",96,"M"
1953-01-01,"Employment 35-44 (%)",96.3,"M"
1953-02-01,"Employment 35-44 (%)",96,"M"
1953-03-01,"Employment 35-44 (%)",96.5,"M"
1953-04-01,"Employment 35-44 (%)",95.7,"M"
1953-05-01,"Employment 35-44 (%)",96.5,"M"
1953-06-01,"Employment 35-44 (%)",96.7,"M"
1953-07-01,"Employment 35-44 (%)",95.8,"M"
1953-08-01,"Employment 35-44 (%)",97.2,"M"
1953-09-01,"Employment 35-44 (%)",96.5,"M"
1953-10-01,"Employment 35-44 (%)",95.8,"M"
1953-11-01,"Employment 35-44 (%)",96.2,"M"
1953-12-01,"Employment 35-44 (%)",95.4,"M"
1954-01-01,"Employment 35-44 (%)",94.8,"M"
1954-02-01,"Employment 35-44 (%)",94.4,"M"
1954-03-01,"Employment 35-44 (%)",94,"M"
1954-04-01,"Employment 35-44 (%)",93.9,"M"
1954-05-01,"Employment 35-44 (%)",93.7,"M"
1954-06-01,"Employment 35-44 (%)",94,"M"
1954-07-01,"Employment 35-44 (%)",93.9,"M"
1954-08-01,"Employment 35-44 (%)",94.1,"M"
1954-09-01,"Employment 35-44 (%)",93.2,"M"
1954-10-01,"Employment 35-44 (%)",94,"M"
1954-11-01,"Employment 35-44 (%)",94.5,"M"
1954-12-01,"Employment 35-44 (%)",94.1,"M"
1955-01-01,"Employment 35-44 (%)",94.2,"M"
1955-02-01,"Employment 35-44 (%)",94.1,"M"
1955-03-01,"Employment 35-44 (%)",94.5,"M"
1955-04-01,"Employment 35-44 (%)",94.3,"M"
1955-05-01,"Employment 35-44 (%)",94.8,"M"
1955-06-01,"Employment 35-44 (%)",94.9,"M"
1955-07-01,"Employment 35-44 (%)",95.3,"M"
1955-08-01,"Employment 35-44 (%)",95.4,"M"
1955-09-01,"Employment 35-44 (%)",95.5,"M"
1955-10-01,"Employment 35-44 (%)",95.8,"M"
1955-11-01,"Employment 35-44 (%)",95.8,"M"
1955-12-01,"Employment 35-44 (%)",96,"M"
1956-01-01,"Employment 35-44 (%)",95.8,"M"
1956-02-01,"Employment 35-44 (%)",95.9,"M"
1956-03-01,"Employment 35-44 (%)",95.6,"M"
1956-04-01,"Employment 35-44 (%)",95.8,"M"
1956-05-01,"Employment 35-44 (%)",95.1,"M"
1956-06-01,"Employment 35-44 (%)",95,"M"
1956-07-01,"Employment 35-44 (%)",95,"M"
1956-08-01,"Employment 35-44 (%)",95,"M"
1956-09-01,"Employment 35-44 (%)",95.3,"M"
1956-10-01,"Employment 35-44 (%)",95.4,"M"
1956-11-01,"Employment 35-44 (%)",95.2,"M"
1956-12-01,"Employment 35-44 (%)",95.2,"M"
1957-01-01,"Employment 35-44 (%)",95.5,"M"
1957-02-01,"Employment 35-44 (%)",95.6,"M"
1957-03-01,"Employment 35-44 (%)",95.6,"M"
1957-04-01,"Employment 35-44 (%)",95.4,"M"
1957-05-01,"Employment 35-44 (%)",95.6,"M"
1957-06-01,"Employment 35-44 (%)",95.5,"M"
1957-07-01,"Employment 35-44 (%)",95.5,"M"
1957-08-01,"Employment 35-44 (%)",95.4,"M"
1957-09-01,"Employment 35-44 (%)",95,"M"
1957-10-01,"Employment 35-44 (%)",94.5,"M"
1957-11-01,"Employment 35-44 (%)",94,"M"
1957-12-01,"Employment 35-44 (%)",93.7,"M"
1958-01-01,"Employment 35-44 (%)",93.2,"M"
1958-02-01,"Employment 35-44 (%)",92.4,"M"
1958-03-01,"Employment 35-44 (%)",92.5,"M"
1958-04-01,"Employment 35-44 (%)",92.5,"M"
1958-05-01,"Employment 35-44 (%)",92.5,"M"
1958-06-01,"Employment 35-44 (%)",92.8,"M"
1958-07-01,"Employment 35-44 (%)",92.5,"M"
1958-08-01,"Employment 35-44 (%)",92.9,"M"
1958-09-01,"Employment 35-44 (%)",93.2,"M"
1958-10-01,"Employment 35-44 (%)",93.4,"M"
1958-11-01,"Employment 35-44 (%)",93.4,"M"
1958-12-01,"Employment 35-44 (%)",93.5,"M"
1959-01-01,"Employment 35-44 (%)",93.8,"M"
1959-02-01,"Employment 35-44 (%)",93.2,"M"
1959-03-01,"Employment 35-44 (%)",94.4,"M"
1959-04-01,"Employment 35-44 (%)",94.6,"M"
1959-05-01,"Employment 35-44 (%)",94.6,"M"
1959-06-01,"Employment 35-44 (%)",94.4,"M"
1959-07-01,"Employment 35-44 (%)",94.2,"M"
1959-08-01,"Employment 35-44 (%)",94,"M"
1959-09-01,"Employment 35-44 (%)",93.8,"M"
1959-10-01,"Employment 35-44 (%)",94.3,"M"
1959-11-01,"Employment 35-44 (%)",93.3,"M"
1959-12-01,"Employment 35-44 (%)",94.6,"M"
1960-01-01,"Employment 35-44 (%)",94.3,"M"
1960-02-01,"Employment 35-44 (%)",94.8,"M"
1960-03-01,"Employment 35-44 (%)",94.2,"M"
1960-04-01,"Employment 35-44 (%)",94.2,"M"
1960-05-01,"Employment 35-44 (%)",94.1,"M"
1960-06-01,"Employment 35-44 (%)",93.9,"M"
1960-07-01,"Employment 35-44 (%)",94,"M"
1960-08-01,"Employment 35-44 (%)",93.8,"M"
1960-09-01,"Employment 35-44 (%)",93.9,"M"
1960-10-01,"Employment 35-44 (%)",93.5,"M"
1960-11-01,"Employment 35-44 (%)",93.5,"M"
1960-12-01,"Employment 35-44 (%)",93.2,"M"
1961-01-01,"Employment 35-44 (%)",92.8,"M"
1961-02-01,"Employment 35-44 (%)",92.6,"M"
1961-03-01,"Employment 35-44 (%)",92.7,"M"
1961-04-01,"Employment 35-44 (%)",92.9,"M"
1961-05-01,"Employment 35-44 (%)",92.6,"M"
1961-06-01,"Employment 35-44 (%)",93.2,"M"
1961-07-01,"Employment 35-44 (%)",93.3,"M"
1961-08-01,"Employment 35-44 (%)",92.9,"M"
1961-09-01,"Employment 35-44 (%)",93.2,"M"
1961-10-01,"Employment 35-44 (%)",93.4,"M"
1961-11-01,"Employment 35-44 (%)",93.6,"M"
1961-12-01,"Employment 35-44 (%)",93.7,"M"
1962-01-01,"Employment 35-44 (%)",93.4,"M"
1962-02-01,"Employment 35-44 (%)",93.9,"M"
1962-03-01,"Employment 35-44 (%)",93.9,"M"
1962-04-01,"Employment 35-44 (%)",93.6,"M"
1962-05-01,"Employment 35-44 (%)",94.1,"M"
1962-06-01,"Employment 35-44 (%)",93.7,"M"
1962-07-01,"Employment 35-44 (%)",94.1,"M"
1962-08-01,"Employment 35-44 (%)",94.4,"M"
1962-09-01,"Employment 35-44 (%)",94.3,"M"
1962-10-01,"Employment 35-44 (%)",94.5,"M"
1962-11-01,"Employment 35-44 (%)",94.3,"M"
1962-12-01,"Employment 35-44 (%)",94.4,"M"
1963-01-01,"Employment 35-44 (%)",94.3,"M"
1963-02-01,"Employment 35-44 (%)",93.8,"M"
1963-03-01,"Employment 35-44 (%)",94.2,"M"
1963-04-01,"Employment 35-44 (%)",94.2,"M"
1963-05-01,"Employment 35-44 (%)",94,"M"
1963-06-01,"Employment 35-44 (%)",93.9,"M"
1963-07-01,"Employment 35-44 (%)",93.9,"M"
1963-08-01,"Employment 35-44 (%)",94.1,"M"
1963-09-01,"Employment 35-44 (%)",94.6,"M"
1963-10-01,"Employment 35-44 (%)",94.3,"M"
1963-11-01,"Employment 35-44 (%)",94,"M"
1963-12-01,"Employment 35-44 (%)",94,"M"
1964-01-01,"Employment 35-44 (%)",94.5,"M"
1964-02-01,"Employment 35-44 (%)",94.4,"M"
1964-03-01,"Employment 35-44 (%)",94.4,"M"
1964-04-01,"Employment 35-44 (%)",94.5,"M"
1964-05-01,"Employment 35-44 (%)",94.8,"M"
1964-06-01,"Employment 35-44 (%)",94.7,"M"
1964-07-01,"Employment 35-44 (%)",94.6,"M"
1964-08-01,"Employment 35-44 (%)",94.3,"M"
1964-09-01,"Employment 35-44 (%)",94.3,"M"
1964-10-01,"Employment 35-44 (%)",94.1,"M"
1964-11-01,"Employment 35-44 (%)",94.6,"M"
1964-12-01,"Employment 35-44 (%)",94.3,"M"
1965-01-01,"Employment 35-44 (%)",94.5,"M"
1965-02-01,"Employment 35-44 (%)",94.6,"M"
1965-03-01,"Employment 35-44 (%)",94.5,"M"
1965-04-01,"Employment 35-44 (%)",94.4,"M"
1965-05-01,"Employment 35-44 (%)",94.4,"M"
1965-06-01,"Employment 35-44 (%)",94.8,"M"
1965-07-01,"Employment 35-44 (%)",94.8,"M"
1965-08-01,"Employment 35-44 (%)",95.1,"M"
1965-09-01,"Employment 35-44 (%)",95.2,"M"
1965-10-01,"Employment 35-44 (%)",95.2,"M"
1965-11-01,"Employment 35-44 (%)",95.3,"M"
1965-12-01,"Employment 35-44 (%)",95.4,"M"
1966-01-01,"Employment 35-44 (%)",95.2,"M"
1966-02-01,"Employment 35-44 (%)",95.3,"M"
1966-03-01,"Employment 35-44 (%)",95.6,"M"
1966-04-01,"Employment 35-44 (%)",95.7,"M"
1966-05-01,"Employment 35-44 (%)",95.9,"M"
1966-06-01,"Employment 35-44 (%)",95.3,"M"
1966-07-01,"Employment 35-44 (%)",95.2,"M"
1966-08-01,"Employment 35-44 (%)",95.1,"M"
1966-09-01,"Employment 35-44 (%)",95.2,"M"
1966-10-01,"Employment 35-44 (%)",95,"M"
1966-11-01,"Employment 35-44 (%)",95,"M"
1966-12-01,"Employment 35-44 (%)",95.2,"M"
1967-01-01,"Employment 35-44 (%)",95.8,"M"
1967-02-01,"Employment 35-44 (%)",95.7,"M"
1967-03-01,"Employment 35-44 (%)",95.8,"M"
1967-04-01,"Employment 35-44 (%)",95.7,"M"
1967-05-01,"Employment 35-44 (%)",95.7,"M"
1967-06-01,"Employment 35-44 (%)",95.6,"M"
1967-07-01,"Employment 35-44 (%)",95.7,"M"
1967-08-01,"Employment 35-44 (%)",95.6,"M"
1967-09-01,"Employment 35-44 (%)",95.5,"M"
1967-10-01,"Employment 35-44 (%)",95.5,"M"
1967-11-01,"Employment 35-44 (%)",95.6,"M"
1967-12-01,"Employment 35-44 (%)",95.7,"M"
1968-01-01,"Employment 35-44 (%)",95.3,"M"
1968-02-01,"Employment 35-44 (%)",95.5,"M"
1968-03-01,"Employment 35-44 (%)",95.5,"M"
1968-04-01,"Employment 35-44 (%)",95.6,"M"
1968-05-01,"Employment 35-44 (%)",95.7,"M"
1968-06-01,"Employment 35-44 (%)",95.8,"M"
1968-07-01,"Employment 35-44 (%)",95.5,"M"
1968-08-01,"Employment 35-44 (%)",95.7,"M"
1968-09-01,"Employment 35-44 (%)",95.7,"M"
1968-10-01,"Employment 35-44 (%)",95.6,"M"
1968-11-01,"Employment 35-44 (%)",95.2,"M"
1968-12-01,"Employment 35-44 (%)",96,"M"
1969-01-01,"Employment 35-44 (%)",95.9,"M"
1969-02-01,"Employment 35-44 (%)",96,"M"
1969-03-01,"Employment 35-44 (%)",95.8,"M"
1969-04-01,"Employment 35-44 (%)",95.5,"M"
1969-05-01,"Employment 35-44 (%)",95.2,"M"
1969-06-01,"Employment 35-44 (%)",95.2,"M"
1969-07-01,"Employment 35-44 (%)",95.3,"M"
1969-08-01,"Employment 35-44 (%)",95.7,"M"
1969-09-01,"Employment 35-44 (%)",95.3,"M"
1969-10-01,"Employment 35-44 (%)",95.3,"M"
1969-11-01,"Employment 35-44 (%)",95.3,"M"
1969-12-01,"Employment 35-44 (%)",95.3,"M"
1970-01-01,"Employment 35-44 (%)",95.1,"M"
1970-02-01,"Employment 35-44 (%)",95,"M"
1970-03-01,"Employment 35-44 (%)",95,"M"
1970-04-01,"Employment 35-44 (%)",95.2,"M"
1970-05-01,"Employment 35-44 (%)",94.9,"M"
1970-06-01,"Employment 35-44 (%)",94.8,"M"
1970-07-01,"Employment 35-44 (%)",94.3,"M"
